iter	RMSE
879	299.9748884
880	299.9077583
881	299.8334959
882	299.7658929
883	299.6988417
884	299.6270077
885	299.5593684
886	299.48741
887	299.4107024
888	299.3387265
889	299.2650766
890	299.1951287
891	299.1214512
892	299.0505387
893	298.9833481
894	298.9052301
895	298.8350678
896	298.758303
897	298.6874748
898	298.6143673
899	298.5409927
900	298.470184
901	298.3994335
902	298.3286696
903	298.2547144
904	298.1851987
905	298.114682
906	298.0442812
907	297.9720705
908	297.9021525
909	297.837117
910	297.7715858
911	297.6959982
912	297.6258756
913	297.5619261
914	297.4921847
915	297.4228342
916	297.353783
917	297.28614
918	297.2219097
919	297.1571723
920	297.0856307
921	297.0202002
922	296.957139
923	296.887826
924	296.8238475
925	296.7552327
926	296.6867367
927	296.6239434
928	296.5532948
929	296.4846927
930	296.4162423
931	296.3470137
932	296.2757508
933	296.2125658
934	296.1442984
935	296.0765044
936	296.0047311
937	295.9417769
938	295.8777802
939	295.8096782
940	295.7362744
941	295.6731804
942	295.6059059
943	295.5327944
944	295.4598101
945	295.3870917
946	295.3132144
947	295.2406966
948	295.1680775
949	295.0981383
950	295.0312678
951	294.9589879
952	294.8873436
953	294.8138536
954	294.7439243
955	294.6773175
956	294.6071542
957	294.5384982
958	294.4719863
959	294.4033559
960	294.3375781
961	294.268431
962	294.1984331
963	294.1365055
964	294.0682635
965	294.007885
966	293.9398217
967	293.8689376
968	293.8040158
969	293.7355799
970	293.6647231
971	293.6041936
972	293.5332348
973	293.4682013
974	293.3974043
975	293.3296741
976	293.2625348
977	293.1954679
978	293.1251756
979	293.0564547
980	292.991078
981	292.919913
982	292.8578388
983	292.7899325
984	292.7251629
985	292.6584626
986	292.5974819
987	292.5372635
988	292.4767999
989	292.4128138
990	292.3433504
991	292.2788852
992	292.2116795
993	292.1455449
994	292.0794536
995	292.0103412
996	291.9508038
997	291.8856283
998	291.8276953
999	291.7620556
1000	291.6990244
1001	291.641718
1002	291.576055
1003	291.5106532
1004	291.4423746
1005	291.3738845
1006	291.30724
1007	291.2447723
1008	291.1810283
1009	291.1138428
1010	291.0506041
1011	290.98303
1012	290.9182929
1013	290.8556081
1014	290.7969439
1015	290.733482
1016	290.6690274
1017	290.6028289
1018	290.5419745
1019	290.4803198
1020	290.4177708
1021	290.3611563
1022	290.2955
1023	290.2316095
1024	290.1635669
1025	290.1011879
1026	290.0356187
1027	289.9667085
1028	289.903106
1029	289.8421952
1030	289.7756616
1031	289.7176749
1032	289.6521188
1033	289.5916966
1034	289.5254731
1035	289.4612525
1036	289.3953189
1037	289.3395795
1038	289.2751998
1039	289.2149427
1040	289.1531633
1041	289.0925948
1042	289.0321336
1043	288.9673843
1044	288.9018041
1045	288.8379139
1046	288.7764261
1047	288.7116265
1048	288.6515847
1049	288.5880156
1050	288.5287308
1051	288.4693875
1052	288.4098844
1053	288.3486157
1054	288.2892673
1055	288.2265916
1056	288.1616882
1057	288.1023342
1058	288.0398221
1059	287.9750525
1060	287.9137262
1061	287.8544902
1062	287.7902702
1063	287.7291883
1064	287.6687397
1065	287.6078119
1066	287.544765
1067	287.4817216
1068	287.4244473
1069	287.3643302
1070	287.3053564
1071	287.2427201
1072	287.1835156
1073	287.1247758
1074	287.0659281
1075	287.006561
1076	286.942887
1077	286.8811039
1078	286.8232756
1079	286.7681847
1080	286.7080869
1081	286.6504168
1082	286.5931194
1083	286.5359228
1084	286.4747406
1085	286.4171905
1086	286.3558462
1087	286.296634
1088	286.2359736
1089	286.1782438
1090	286.119465
1091	286.0604889
1092	286.0010852
1093	285.94853
1094	285.8914836
1095	285.8293011
1096	285.7695867
1097	285.7135326
1098	285.6546833
1099	285.5924439
1100	285.5353634
1101	285.4786661
1102	285.417741
1103	285.3642026
1104	285.3025771
1105	285.2407106
1106	285.1794985
1107	285.1217512
1108	285.0613311
1109	285.0004825
1110	284.939726
1111	284.8815964
1112	284.8201969
1113	284.762868
1114	284.7108071
1115	284.6548826
1116	284.5961334
1117	284.5388666
1118	284.4891648
1119	284.4320118
1120	284.3751431
1121	284.3142819
1122	284.2538207
1123	284.1963951
1124	284.1420048
1125	284.0823882
1126	284.0224688
1127	283.965946
1128	283.9099249
1129	283.8496208
1130	283.7904725
1131	283.7307441
1132	283.6712427
1133	283.6163957
1134	283.5595953
1135	283.5002848
1136	283.4447683
1137	283.388871
1138	283.3294797
1139	283.2702989
1140	283.2117395
1141	283.1575809
1142	283.10157
1143	283.0475517
1144	282.9932072
1145	282.9340362
1146	282.8756589
1147	282.8166361
1148	282.7635289
1149	282.7075652
1150	282.6516943
1151	282.5960751
1152	282.5379227
1153	282.4822207
1154	282.4294355
1155	282.3759181
1156	282.3196481
1157	282.2621306
1158	282.2044275
1159	282.1471838
1160	282.0901289
1161	282.0329058
1162	281.9748572
1163	281.92094
1164	281.8639218
1165	281.8101127
1166	281.7551672
1167	281.7019058
1168	281.6442198
1169	281.5897469
1170	281.5319008
1171	281.4777634
1172	281.4233019
1173	281.3656649
1174	281.3091262
1175	281.2529826
1176	281.2000284
1177	281.1479331
1178	281.0949742
1179	281.0396148
1180	280.9852718
1181	280.9291004
1182	280.8725617
1183	280.8198634
1184	280.7632344
1185	280.7082932
1186	280.6535906
1187	280.5967939
1188	280.542284
1189	280.4890199
1190	280.4356504
1191	280.3823275
1192	280.329854
1193	280.2738879
1194	280.22099
1195	280.1692925
1196	280.1140289
1197	280.061324
1198	280.0081839
1199	279.9553666
1200	279.9007822
1201	279.8454944
1202	279.7920342
1203	279.7392251
1204	279.6887642
1205	279.6384021
1206	279.5864102
1207	279.5347809
1208	279.4846063
1209	279.4300419
1210	279.3746295
1211	279.319771
1212	279.2643012
1213	279.2123375
1214	279.1572915
1215	279.1020245
1216	279.0488226
1217	278.9951026
1218	278.9431329
1219	278.8916899
1220	278.841576
1221	278.7875952
1222	278.7402089
1223	278.6899539
1224	278.6391235
1225	278.5888027
1226	278.5340586
1227	278.4836829
1228	278.4310829
1229	278.3784468
1230	278.3289389
1231	278.2748985
1232	278.2242129
1233	278.1748781
1234	278.1271361
1235	278.0739513
1236	278.0209152
1237	277.9699436
1238	277.9170684
1239	277.8633901
1240	277.8134423
1241	277.7618657
1242	277.7092346
1243	277.6585375
1244	277.6083444
1245	277.5562208
1246	277.5065408
1247	277.4549512
1248	277.4067759
1249	277.3587678
1250	277.3073719
1251	277.2508437
1252	277.1979301
1253	277.1483323
1254	277.0983422
1255	277.0484521
1256	276.9982759
1257	276.9485754
1258	276.8995934
1259	276.8473592
1260	276.7985058
1261	276.7487263
1262	276.7010664
1263	276.6516305
1264	276.6009914
1265	276.5524682
1266	276.5043112
1267	276.4571466
1268	276.4081446
1269	276.3568367
1270	276.3052446
1271	276.2586827
1272	276.2115619
1273	276.1680192
1274	276.1163962
1275	276.0683623
1276	276.0170374
1277	275.9648437
1278	275.9216865
1279	275.8729467
1280	275.8222141
1281	275.7748027
1282	275.7246539
1283	275.6736962
1284	275.625201
1285	275.5747722
1286	275.5240125
1287	275.4725656
1288	275.4223045
1289	275.3716753
1290	275.3215587
1291	275.2722254
1292	275.224844
1293	275.1769968
1294	275.1270699
1295	275.0772292
1296	275.0308404
1297	274.9843639
1298	274.9342643
1299	274.8841846
1300	274.8366846
1301	274.7863997
1302	274.7388535
1303	274.6890824
1304	274.6424243
1305	274.5910658
1306	274.5415826
1307	274.4941255
1308	274.4467224
1309	274.3997255
1310	274.351276
1311	274.3053358
1312	274.2589361
1313	274.2098317
1314	274.1617282
1315	274.1147212
1316	274.0666101
1317	274.0196867
1318	273.971437
1319	273.9217816
1320	273.8738937
1321	273.8254258
1322	273.7790837
1323	273.7313596
1324	273.6832497
1325	273.6344365
1326	273.5857206
1327	273.5394082
1328	273.4908261
1329	273.4468217
1330	273.3988958
1331	273.3535411
1332	273.3077982
1333	273.2599214
1334	273.2136478
1335	273.1663286
1336	273.1194329
1337	273.0717371
1338	273.0276242
1339	272.9803191
1340	272.9353827
1341	272.8903124
1342	272.8437697
1343	272.796408
1344	272.7500989
1345	272.7093301
1346	272.6618866
1347	272.6155982
1348	272.5711451
1349	272.5243205
1350	272.4808165
1351	272.4333517
1352	272.389879
1353	272.3463906
1354	272.3003482
1355	272.256114
1356	272.2075944
1357	272.160783
1358	272.1139493
1359	272.0703345
1360	272.0272573
1361	271.9822156
1362	271.9355364
1363	271.8897955
1364	271.8435104
1365	271.804001
1366	271.7575003
1367	271.7118546
1368	271.6717215
1369	271.6271947
1370	271.5818307
1371	271.5392658
1372	271.4932802
1373	271.4466455
1374	271.4002244
1375	271.3561698
1376	271.3124611
1377	271.2662331
1378	271.2204699
1379	271.1762929
1380	271.1311461
1381	271.0880698
1382	271.0425686
1383	270.9976142
1384	270.9528706
1385	270.9067609
1386	270.8628884
1387	270.8173339
1388	270.771783
1389	270.7328805
1390	270.6902343
1391	270.645313
1392	270.6018188
1393	270.5596778
1394	270.5146717
1395	270.4739283
1396	270.4286606
1397	270.3846162
1398	270.3425438
1399	270.2995852
1400	270.2558361
1401	270.2108244
1402	270.1666055
1403	270.1218723
1404	270.079813
1405	270.0401949
1406	269.9939815
1407	269.9522722
1408	269.9107799
1409	269.8683087
1410	269.8234972
1411	269.781025
1412	269.7368424
1413	269.6927403
1414	269.648591
1415	269.6041171
1416	269.5625853
1417	269.5193444
1418	269.4778614
1419	269.4363474
1420	269.3921335
1421	269.349099
1422	269.3069654
1423	269.2638926
1424	269.2199086
1425	269.1773618
1426	269.1333507
1427	269.0906692
1428	269.0529949
1429	269.0111585
1430	268.9623765
1431	268.9208429
1432	268.8805428
1433	268.8366161
1434	268.7969408
1435	268.7561095
1436	268.7129552
1437	268.6698024
1438	268.6273391
1439	268.5878955
1440	268.5444799
1441	268.5022307
1442	268.4591449
1443	268.4164485
1444	268.3794828
1445	268.3382927
1446	268.2982127
1447	268.2502296
1448	268.203774
1449	268.1620137
1450	268.1190447
1451	268.0782036
1452	268.036924
1453	267.9948492
1454	267.951098
1455	267.9111189
1456	267.8698924
1457	267.8285732
1458	267.7871343
1459	267.7447052
1460	267.7028905
1461	267.6614892
1462	267.6218034
1463	267.5801067
1464	267.5390054
1465	267.4972523
1466	267.4586433
1467	267.419791
1468	267.3778655
1469	267.3389425
1470	267.3000866
1471	267.2607071
1472	267.2207723
1473	267.1803268
1474	267.1384599
1475	267.0967777
1476	267.0615979
1477	267.0193194
1478	266.9790631
1479	266.941236
1480	266.9005671
1481	266.858824
1482	266.8167733
1483	266.7785691
1484	266.7389839
1485	266.6984617
1486	266.6572452
1487	266.6184683
1488	266.579761
1489	266.5420949
1490	266.5008987
1491	266.4634404
1492	266.4236255
1493	266.3831896
1494	266.3451479
1495	266.3081277
1496	266.2679199
1497	266.2284049
1498	266.1928965
1499	266.1553585
1500	266.1176263
1501	266.0772849
1502	266.0377409
1503	265.9972849
1504	265.960195
1505	265.9199942
1506	265.8812509
1507	265.8407864
1508	265.8018863
1509	265.7623484
1510	265.7223874
1511	265.6834425
1512	265.6449616
1513	265.6049022
1514	265.5652019
1515	265.5283222
1516	265.4916858
1517	265.4516217
1518	265.4117906
1519	265.3720873
1520	265.3323845
1521	265.2918453
1522	265.2547707
1523	265.214363
1524	265.1761121
1525	265.1369959
1526	265.0989539
1527	265.0618892
1528	265.0240077
1529	264.9853179
1530	264.9476501
1531	264.9088292
1532	264.8743304
1533	264.8369649
1534	264.7969657
1535	264.7583972
1536	264.7202181
1537	264.6817432
1538	264.6432829
1539	264.6041288
1540	264.5658411
1541	264.5276298
1542	264.4886983
1543	264.4477905
1544	264.411449
1545	264.3773596
1546	264.3396129
1547	264.3028148
1548	264.265079
1549	264.2263007
1550	264.1913304
1551	264.1523869
1552	264.1154047
1553	264.08094
1554	264.0433725
1555	264.0052569
1556	263.9670373
1557	263.9318882
1558	263.8950881
1559	263.8586208
1560	263.8200464
1561	263.7885814
1562	263.7515485
1563	263.7142015
1564	263.67905
1565	263.6416297
1566	263.6097101
1567	263.5718222
1568	263.5348384
1569	263.4993059
1570	263.4624407
1571	263.4276602
1572	263.3895145
1573	263.3528918
1574	263.3148404
1575	263.2811208
1576	263.2478943
1577	263.2119049
1578	263.1745105
1579	263.1401277
1580	263.105134
1581	263.0731637
1582	263.0333702
1583	262.9919399
1584	262.9577344
1585	262.9165917
1586	262.879135
1587	262.8409589
1588	262.804887
1589	262.7679138
1590	262.7304012
1591	262.6929378
1592	262.656022
1593	262.6211132
1594	262.5851748
1595	262.5513949
1596	262.5164148
1597	262.4819694
1598	262.4468353
1599	262.4119149
1600	262.3761749
1601	262.3399485
1602	262.3037155
1603	262.2660717
1604	262.2285188
1605	262.1957247
1606	262.1602328
1607	262.1246039
1608	262.0885533
1609	262.0515875
1610	262.0084134
1611	261.9648728
1612	261.9293475
1613	261.8942151
1614	261.8586181
1615	261.8218713
1616	261.7861673
1617	261.7546726
1618	261.7190381
1619	261.683468
1620	261.6496538
1621	261.6198142
1622	261.5853663
1623	261.5516889
1624	261.5173758
1625	261.4823127
1626	261.4482265
1627	261.4154304
1628	261.3831477
1629	261.3528871
1630	261.3194824
1631	261.2833617
1632	261.2481751
1633	261.215298
1634	261.1720401
1635	261.1370171
1636	261.099898
1637	261.064552
1638	261.0317475
1639	260.9885142
1640	260.95091
1641	260.9219244
1642	260.8863702
1643	260.853789
1644	260.8200943
1645	260.7877555
1646	260.7533598
1647	260.7196098
1648	260.6835271
1649	260.6499489
1650	260.6148544
1651	260.5772349
1652	260.5417685
1653	260.5066184
1654	260.4701453
1655	260.4354237
1656	260.4006843
1657	260.3656188
1658	260.330811
1659	260.2969639
1660	260.268114
1661	260.2334404
1662	260.2021397
1663	260.1696273
1664	260.1347233
1665	260.0983754
1666	260.0641817
1667	260.0294691
1668	259.9965062
1669	259.964917
1670	259.9318273
1671	259.8973574
1672	259.8617153
1673	259.8286438
1674	259.793537
1675	259.7645374
1676	259.7300677
1677	259.6960058
1678	259.656714
1679	259.6232543
1680	259.5901257
1681	259.5592368
